---,ROI 0,ROI 0,ROI 1,ROI 1,ROI 2,ROI 2,ROI 3,ROI 3,ROI 4,ROI 4,ROI 5,ROI 5,ROI 6,ROI 6,F1 Event,F2 Event,F3 Event,F4 Event
Time(s),CAM 1 EXC 1,CAM 1 EXC 2,CAM 1 EXC 1,CAM 1 EXC 2,CAM 1 EXC 1,CAM 1 EXC 2,CAM 1 EXC 1,CAM 1 EXC 2,CAM 1 EXC 1,CAM 1 EXC 2,CAM 1 EXC 1,CAM 1 EXC 2,CAM 1 EXC 1,CAM 1 EXC 2,-,-,-,-
34.668568,16921.5827,,7510.53968,,8762.82353,,50765.2587,,16815.4286,,33417.9871,,12241.4752,,,,,
34.8352278,,16852.0288,,10413.6508,,11852.1471,,45113.5105,,16260.7347,,27552.7226,,13544.1702,,,,
35.0018875,16930.8201,,7481.90476,,8727.97059,,50822.5455,,16872.517,,33407.7161,,12238.7234,,,,,
35.1685475,,16862.9353,,10455.2698,,11877.3235,,45121.6783,,16244.4082,,27611.3548,,13514.6667,,,,
35.3352073,16913.6403,,7502.98413,,8744.11765,,50833.5105,,16806.7483,,33405.3935,,12232.3688,,,,,
35.5019425,,16852.0576,,10441.619,,11873,,45150.4615,,16311.7823,,27560.8,,13514.7801,,,,
35.6686025,16919.0504,,7502.19048,,8744.14706,,50775.6364,,16782.6667,,33417.8065,,12165.9574,,,,,
35.8352622,,16869.3813,,10474.9841,,11897.8235,,45067.7203,,16296.2449,,27537.1613,,13546.8652,,,,
36.001922,16925.5252,,7507.5873,,8716.32353,,50814.7692,,16816.517,,33366.5032,,12205.7872,,,,,
36.168582,,16824.518,,10437.4921,,11889.7059,,45057.3706,,16279.4558,,27491.3548,,13512.3404,,,,
36.3353173,16941.0647,,7481.87302,,8737.73529,,50821.9021,,16769.034,,33412.8774,,12188,,,,,
36.501977,,16880.8345,,10447.3968,,11865.9412,,45055.9161,,16288.0816,,27603.5355,,13497.9291,,,,
36.668637,16883.7122,,7560,,8747.73529,,50882.5175,,16780,,33390.7097,,12187.6312,,,,,
36.8352967,,16814.705,,10429.8413,,11894.5882,,45062.5455,,16244.1361,,27526.4774,,13483.2908,,,,
37.0019565,16935.3094,,7523.36508,,8720.55882,,50870.8531,,16783.2925,,33413.7032,,12238.2411,,,,,
37.168692,,16845.4964,,10474.3492,,11866,,45037.007,,16284.1633,,27545.1613,,13529.4468,,,,
37.3353518,16890.7914,,7513.20635,,8757.64706,,50804.1399,,16822.3129,,33364.7226,,12254.3262,,,,,
37.5020115,,16832.1151,,10447.2063,,11845.8824,,45028.3077,,16296.7347,,27560.8258,,13515.0071,,,,
37.6686715,16885.1799,,7530.98413,,8726.73529,,50828.2797,,16830.8571,,33383.1226,,12206.3546,,,,,
37.8353313,,16878.446,,10462.4762,,11874.1471,,45099.2448,,16264.0272,,27560.1806,,13512.539,,,,
38.0020665,16923.741,,7506.06349,,8743.67647,,50797.8741,,16796.4898,,33403.1742,,12219.5177,,,,,
38.1687265,,16897.5252,,10439.5873,,11878,,45112.3636,,16274.1497,,27591.2774,,13548.0284,,,,
38.3353862,16903.7698,,7516.47619,,8724.26471,,50795.9441,,16804.4626,,33317.7032,,12196.8227,,,,,
38.5020462,,16836.0863,,10468.5079,,11885.0882,,45009.3427,,16270.6122,,27598.9677,,13510.6667,,,,
38.6687815,16944.4604,,7509.36508,,8761.94118,,50821.6783,,16776.0272,,33402.2452,,12187.2624,,,,,
38.8354413,,16873.4964,,10443.0159,,11865.7353,,45118.2378,,16303.6463,,27526.3484,,13496.766,,,,
39.0021013,16916.2014,,7519.52381,,8753.58824,,50803.2727,,16789.4422,,33360.3613,,12207.5461,,,,,
39.168761,,16851.6547,,10444.8889,,11868.1765,,45104.0559,,16265.5782,,27608.7742,,13493.8723,,,,
39.3354207,16931.0216,,7479.46032,,8701.02941,,50744.3916,,16791.0476,,33377.7548,,12206.922,,,,,
39.5021562,,16851.4532,,10471.4286,,11868.2647,,45098.2657,,16277.1156,,27516.2581,,13521.6454,,,,
39.668816,16917.554,,7511.74603,,8729.73529,,50765.2867,,16822.966,,33373.4194,,12223.8582,,,,,
39.8354758,,16844.4604,,10419.9048,,11861.7941,,45069.5385,,16329.0612,,27566.2194,,13537.0496,,,,
40.0021358,16901.4676,,7493.30159,,8736.44118,,50779.7203,,16786.3401,,33419.7161,,12200.9645,,,,,
40.1687955,,16897.0647,,10478.1587,,11872.7647,,45092.7552,,16294.1497,,27550.7355,,13512.3121,,,,
40.3355307,16889.7266,,7541.07937,,8736.82353,,50840.2238,,16825.3605,,33460.9032,,12165.305,,,,,
40.5021907,,16870.9928,,10411.1111,,11881.8529,,45131.4685,,16311.4014,,27540.5677,,13493.617,,,,
40.6688505,16927.5683,,7508.92063,,8739.58824,,50819.2727,,16807.9184,,33435.6129,,12223.6879,,,,,
40.8355102,,16881.6403,,10464.8571,,11898.9706,,45093.007,,16262.9116,,27562.7871,,13516.6241,,,,
41.0021702,16905.295,,7517.11111,,8738.08824,,50791.8042,,16793.1429,,33381.2129,,12239.8865,,,,,
41.1689055,,16825.8705,,10437.4603,,11860.1471,,45033.4266,,16275.2381,,27581.0323,,13519.8865,,,,
41.3355653,16910.9065,,7535.84127,,8757.08824,,50796.7552,,16797.3605,,33377.2387,,12277.4184,,,,,
41.5022253,,16850.7338,,10487.1746,,11892.5882,,45087.5245,,16301.0068,,27539.9742,,13545.4184,,,,
41.668885,16876.518,,7539.01587,,8734.41176,,50851.2448,,16827.102,,33374.529,,12231.6312,,,,,
41.8356202,,16847.5971,,10429.6508,,11872.2353,,45035.7483,,16296.2993,,27560.9548,,13516.9362,,,,
42.0022802,16948.3741,,7485.5873,,8747.32353,,50758.014,,16822.068,,33370.0129,,12222.0993,,,,,
42.16894,,16883.3957,,10432.2222,,11869.7941,,45092.5315,,16258.0408,,27530.9161,,13558.2128,,,,
42.3355998,16891.7986,,7522.7619,,8734.52941,,50753.0629,,16813.1701,,33372.2323,,12227.7163,,,,,
42.5022598,,16850.705,,10436.0317,,11893.3235,,45029.9301,,16324.5986,,27528,,13505.7021,,,,
42.668995,16966.5612,,7512.38095,,8739.02941,,50764.2238,,16829.7143,,33414.529,,12228.8794,,,,,
42.8356548,,16821.4964,,10422.4127,,11877.2941,,45048.4476,,16331.5918,,27611.7161,,13526.8652,,,,
43.0023147,16925.4388,,7511.42857,,8724.82353,,50778.1259,,16815.7823,,33386.0129,,12200.1986,,,,,
43.1689745,,16858.0719,,10453.1111,,11903.7059,,45012.9231,,16302.0952,,27581.8323,,13539.6879,,,,
43.3356345,16958.4173,,7487.90476,,8758.29412,,50756.1958,,16788.7891,,33408.0258,,12218.6099,,,,,
43.5023697,,16891.3381,,10433.3016,,11877.0882,,45046.8531,,16292.5442,,27552.1806,,13493.617,,,,
43.6690295,16942.6475,,7513.5873,,8728.14706,,50801.7902,,16821.8231,,33351.7419,,12198.695,,,,,
43.8356895,,16872.1439,,10459.746,,11880.6176,,45099.2448,,16294.3401,,27570.8129,,13502.5248,,,,
44.0023493,16945.0647,,7505.20635,,8760.67647,,50851.1888,,16818.7483,,33424.9548,,12223.461,,,,,
44.169009,,16854.0144,,10449.3016,,11897.5294,,45128.7552,,16264,,27610.1419,,13504.227,,,,
44.3357445,16929.036,,7531.33333,,8765.52941,,50808.5035,,16843.7279,,33430.4258,,12237.5887,,,,,
44.5024042,,16833.9856,,10431.0794,,11887.9706,,45026.8531,,16324.9796,,27565.7806,,13490.5816,,,,
44.669064,16952.777,,7512.69841,,8725.76471,,50792.2797,,16831.7551,,33395.8968,,12204.1702,,,,,
44.835724,,16889.4388,,10459.8095,,11882.5588,,45001.3427,,16312.517,,27547.5871,,13552.6241,,,,
45.0024593,16963.6259,,7545.01587,,8730.76471,,50793.4545,,16857.3605,,33425.471,,12201.1064,,,,,
45.169119,,16882.2446,,10455.5238,,11855.7647,,45023.5245,,16279.2381,,27549.7806,,13522.4113,,,,
45.335779,16944.2878,,7525.04762,,8742.70588,,50732.4196,,16881.932,,33451.6387,,12262.9787,,,,,
45.5024388,,16871.0504,,10440.254,,11913.0882,,45050.1538,,16335.5102,,27531.4065,,13510.156,,,,
45.6690985,17011.1655,,7514.38095,,8738.38235,,50773.9021,,16811.3197,,33390.0129,,12227.4043,,,,,
45.835834,,16863.482,,10446.3175,,11863.9706,,45020.1678,,16290.1224,,27589.8839,,13535.7163,,,,
46.0024937,16912.6619,,7510.53968,,8695.29412,,50761.8741,,16826.068,,33383.2258,,12237.9858,,,,,
46.1691535,,16892.2302,,10458.6667,,11868.6176,,45022.8811,,16310.6667,,27562.6323,,13543.461,,,,
46.3358135,16895.482,,7519.80952,,8726.52941,,50783.2168,,16826.4762,,33404.9548,,12217.305,,,,,
46.5024733,,16888.8345,,10478.381,,11872.2059,,44972.9231,,16293.4422,,27573.8065,,13503.1489,,,,
46.6692085,16952.6619,,7526.57143,,8693,,50796.1119,,16779.1293,,33432.929,,12244.7943,,,,,
46.8358685,,16897.9568,,10467.3651,,11887.6471,,45090.6853,,16285.1973,,27545.0581,,13560.6525,,,,
47.0025282,16924.6331,,7532.31746,,8725.44118,,50718.3497,,16789.7687,,33380.1032,,12201.6738,,,,,
47.169188,,16875.8561,,10492.8571,,11879.2059,,45002.6294,,16306.2585,,27536.2065,,13507.5177,,,,
47.335848,16946.3597,,7497.65079,,8730.85294,,50790.7413,,16855.6463,,33407.5613,,12214.1277,,,,,
47.5025833,,16872.2302,,10430.4127,,11888.5294,,45042.042,,16261.9864,,27581.1871,,13537.7589,,,,
47.669243,16934.446,,7504.12698,,8704.67647,,50747.0769,,16866.6939,,33401.9355,,12187.0638,,,,,
47.835903,,16866.7914,,10468.7302,,11861.0588,,45101.4545,,16305.8776,,27570.9935,,13510.7801,,,,
48.0025628,16928.1151,,7494,,8712.91176,,50713.7622,,16816.0544,,33386.0387,,12220.2553,,,,,
48.169298,,16878.0144,,10474.1587,,11843.6765,,45026.6853,,16339.0476,,27528.5935,,13528.7943,,,,
48.335958,16975.6259,,7527.2381,,8744.58824,,50802.8531,,16879.8639,,33450.8903,,12239.2908,,,,,
48.5026177,,16915.0216,,10447.1429,,11847.8824,,44989.9021,,16309.415,,27540.6968,,13567.461,,,,
48.6692775,16952.7482,,7500.98413,,8725.35294,,50758.5455,,16804.0816,,33393.2387,,12228.9362,,,,,
48.8359375,,16876.3165,,10438.5397,,11873.4118,,45105.5664,,16336.8435,,27569.9355,,13534.0142,,,,
49.0026728,16984.9209,,7502.69841,,8721.82353,,50846.8811,,16809.8776,,33366.9677,,12221.7021,,,,,
49.1693325,,16897.4676,,10420.9524,,11862.7059,,45029.986,,16292.517,,27554.1419,,13536.7092,,,,
49.3359925,16964.1439,,7523.26984,,8738.61765,,50821.4545,,16827.102,,33393.3161,,12208.6809,,,,,
49.5026522,,16898.5324,,10477.5873,,11854.8235,,45045.4266,,16292.7619,,27572.929,,13562.4397,,,,
49.6693122,16953.9281,,7516.25397,,8732.73529,,50778.4615,,16839.8639,,33391.3806,,12207.4326,,,,,
49.8360475,,16909.8705,,10460.8889,,11860.7647,,44976.4476,,16282.7211,,27531.4323,,13529.8723,,,,
50.0027073,17007.7698,,7495.87302,,8706.73529,,50787.3287,,16860.6803,,33409.2645,,12211.2624,,,,,
50.1693673,,16921.8993,,10439.0794,,11846.6471,,45090.7972,,16302.5034,,27488.929,,13521.9574,,,,
50.336027,16981.2086,,7514.19048,,8738.5,,50763.6084,,16835.7279,,33394.6065,,12222.6099,,,,,
50.5026868,,16930.2734,,10475.2698,,11869.1471,,45052.7552,,16300.6259,,27529.4968,,13568.8511,,,,
50.6694222,17006.6187,,7514.4127,,8705.5,,50742.6853,,16879.3741,,33361.9871,,12229.2482,,,,,
50.836082,,16863.2806,,10489.5873,,11846.4412,,44989.0909,,16333.3333,,27525.4194,,13514.7518,,,,
51.0027417,16944.3453,,7488.09524,,8701.14706,,50765.1469,,16820.5986,,33365.1613,,12225.9007,,,,,
51.1694017,,16912.8345,,10465.4286,,11832.1471,,45046.7413,,16329.8776,,27533.9613,,13484.7092,,,,
51.336137,16977.6691,,7501.07937,,8679.76471,,50742.6573,,16854.068,,33413.0581,,12227.4894,,,,,
51.5027968,,16857.9568,,10491.1429,,11870.9412,,45032.0559,,16316.5986,,27543.0452,,13540.1986,,,,
51.6694568,16932.518,,7513.04762,,8740,,50816.4476,,16844.5442,,33433.7806,,12243.1773,,,,,
51.8361165,,16851.5683,,10458.6349,,11856.0294,,45067.7203,,16365.4694,,27531.0452,,13570.0709,,,,
52.0027762,16975.0791,,7503.93651,,8690.5,,50816.979,,16824.517,,33361.9355,,12230.2128,,,,,
52.1695117,,16909.9568,,10463.2381,,11848.3529,,45052.3916,,16303.8912,,27553.9097,,13571.7447,,,,
52.3361715,16923.2806,,7501.80952,,8719.17647,,50785.9021,,16788,,33420.8258,,12213.8156,,,,,
52.5028312,,16897.7554,,10437.619,,11874.7059,,45070.7413,,16308.0544,,27548.2839,,13531.8582,,,,
52.6694913,16981.0935,,7489.87302,,8699,,50736.5315,,16821.6599,,33427.329,,12234.383,,,,,
52.836151,,16920.2878,,10476.7302,,11893.4412,,45052.2517,,16281.7687,,27583.3806,,13533.078,,,,
53.0028863,16950.2446,,7501.26984,,8700.29412,,50754.993,,16834.5578,,33391.9226,,12207.1489,,,,,
53.1695463,,16897.3525,,10426.7302,,11852.5,,45026.6014,,16320.1905,,27480.9032,,13511.234,,,,
53.336206,16939.3669,,7493.39683,,8684.23529,,50792.0559,,16833.551,,33472.8258,,12200.3404,,,,,
53.5028657,,16916.9209,,10433.2063,,11837.5882,,45034.2657,,16322.1224,,27569.8065,,13532.3972,,,,
53.6695257,16910.6475,,7489.55556,,8693.64706,,50720.979,,16851.5918,,33371.4323,,12244.539,,,,,
53.836261,,16857.5252,,10456.5079,,11869.9118,,45063.1608,,16348.3537,,27558.1935,,13531.4894,,,,
54.0029208,16938.9353,,7515.14286,,8671.5,,50779.4126,,16827.8639,,33414.529,,12203.3759,,,,,
54.1695808,,16905.5252,,10479.619,,11831.3529,,45052.5315,,16292.4898,,27512.0774,,13532.6809,,,,
54.3362405,16975.3957,,7506.92063,,8668.14706,,50855.4126,,16842.1224,,33395.871,,12230.383,,,,,
54.5029005,,16885.8993,,10525.3968,,11836.4118,,45083.3846,,16313.551,,27573.0065,,13515.5461,,,,
54.6696357,16983.2518,,7479.71429,,8703.23529,,50684.1678,,16827.4014,,33415.8968,,12214.8936,,,,,
54.8362955,,16950.446,,10437.0159,,11799.9118,,45073.4825,,16341.6871,,27532.929,,13532.227,,,,
55.0029555,16951.3094,,7470.88889,,8690.20588,,50775.8601,,16805.1429,,33407.3548,,12226.922,,,,,
55.1696152,,16961.554,,10450.254,,11821.3235,,45142.9371,,16304.4626,,27513.8065,,13580.5106,,,,
55.3363505,16954.2734,,7507.90476,,8665.64706,,50666.4056,,16823.4286,,33392.0258,,12248.8227,,,,,
55.5030105,,16899.3957,,10437.9683,,11841.0294,,45062.7692,,16310.3673,,27521.5484,,13555.7163,,,,
55.6696703,17007.482,,7509.93651,,8691.5,,50748.6434,,16805.9864,,33408.3613,,12255.1489,,,,,
55.83633,,16947.3381,,10469.7778,,11817.2059,,45023.1049,,16298.6395,,27534.6839,,13563.1206,,,,
56.00299,16950.9928,,7495.46032,,8658.97059,,50753.2308,,16801.9592,,33402.9161,,12235.8582,,,,,
56.1697252,,16919.5396,,10462.6667,,11809.0882,,45007.3007,,16324.3265,,27548.3355,,13574.8369,,,,
56.336385,16969.7266,,7480.25397,,8699.52941,,50770.4056,,16850.3129,,33360.9806,,12208.0567,,,,,
56.503045,,16927.482,,10460.5079,,11832.3235,,45109.1189,,16271.9728,,27514.1677,,13571.6312,,,,
56.6697048,16998.9353,,7532.44444,,8665.61765,,50765.035,,16829.6054,,33410.3484,,12205.9007,,,,,
56.8363645,,16935.2518,,10472.8889,,11828.7941,,45016.4476,,16280.8707,,27543.4323,,13547.2624,,,,
57.0031,17028.1727,,7473.55556,,8704.5,,50710.2657,,16821.6599,,33368.2839,,12218.1277,,,,,
57.1697597,,16881.3525,,10476.7302,,11877.9706,,45019.5524,,16285.0612,,27524,,13545.5319,,,,
57.3364195,16968.2302,,7509.46032,,8690.35294,,50715.6084,,16809.6871,,33413.9355,,12237.9858,,,,,
57.5030795,,16896.8633,,10463.2063,,11786.0294,,45050.3776,,16307.8639,,27557.2903,,13588.8511,,,,
57.6697392,16984.1439,,7529.52381,,8691.82353,,50819.3007,,16842.4762,,33392.1806,,12223.3759,,,,,
57.8364745,,16855.9712,,10462.1587,,11834.0882,,45024.7832,,16299.9728,,27559.5613,,13564.9362,,,,
58.0031345,16931.6835,,7504.95238,,8688.55882,,50803.7483,,16836.4354,,33383.3548,,12241.5035,,,,,
58.1697943,,16897.3237,,10475.5556,,11783.1176,,45014.5455,,16336.9252,,27535.329,,13526.2411,,,,
58.336454,16959.3957,,7504.31746,,8663.70588,,50772.5874,,16859.1837,,33373.2903,,12216.8794,,,,,
58.5031895,,16907.0791,,10462.9841,,11785.9118,,45068.3636,,16288.8435,,27547.5613,,13510.7234,,,,
58.6698492,16950.6187,,7520.34921,,8653.20588,,50739.4126,,16825.3605,,33406.1935,,12198.922,,,,,
58.836509,,16875.8849,,10458.9524,,11801.2059,,45025.5664,,16293.3333,,27562.6839,,13516.1135,,,,
59.003169,16971.9137,,7509.61905,,8675.20588,,50726.3776,,16804.381,,33397.9355,,12221.4184,,,,,
59.1698288,,16877.036,,10431.5556,,11777.4412,,45024.8112,,16294.7483,,27522.529,,13524.0567,,,,
59.336564,16970.7338,,7508.28571,,8679.67647,,50729.5664,,16816.2177,,33419.7677,,12193.3901,,,,,
59.503224,,16882.0144,,10465.619,,11820.5588,,45017.9301,,16306.068,,27544.8,,13549.9574,,,,
59.6698837,17000.3453,,7495.49206,,8696.58824,,50743.5245,,16813.0068,,33396.0516,,12219.8582,,,,,
59.8365437,,16866.5324,,10449.2698,,11717.2059,,45015.6923,,16318.5306,,27527.2,,13522.3546,,,,
60.0032035,17049.0072,,7485.11111,,8675.35294,,50693.6783,,16861.6054,,33362.1935,,12212.766,,,,,
60.1699388,,16855.6259,,10452.2222,,11777.4118,,45019.8601,,16322.6122,,27531.2516,,13537.0496,,,,
60.3365985,16973.036,,7504.92063,,8670.82353,,50838.6294,,16831.3469,,33383.4065,,12174.5816,,,,,
60.5032585,,16879.1367,,10470.9206,,11773.5588,,45075.9161,,16317.5782,,27568.2581,,13542.1277,,,,
60.6699183,16998.5899,,7512.38095,,8637.47059,,50747.3287,,16796.6803,,33335.0194,,12190.0142,,,,,
60.8365783,,16845.0072,,10477.6825,,11781.9706,,45029.007,,16310.585,,27544.1806,,13517.0213,,,,
61.0033135,16975.3094,,7519.93651,,8648.29412,,50815.021,,16874.9932,,33412.4129,,12244.5957,,,,,
61.1699732,,16939.6835,,10446.8571,,11799.7059,,45017.2028,,16302.3401,,27484.8,,13541.2482,,,,
61.3366332,16990.3885,,7524.7619,,8651.58824,,50756.7552,,16816.1633,,33402.1935,,12227.3759,,,,,
61.503293,,16890.6475,,10465.746,,11803.1765,,44976.3077,,16308.5442,,27514.2968,,13571.8582,,,,
61.6700283,16948.4317,,7528.06349,,8646.5,,50778.3217,,16851.2925,,33406.0129,,12216.6809,,,,,
61.8366883,,16907.7122,,10498.9841,,11811.9706,,44995.1608,,16326.2041,,27544.6968,,13543.5745,,,,
62.003348,16923.7698,,7528.63492,,8666.55882,,50755.2168,,16835.1837,,33418.529,,12209.1348,,,,,
62.1700078,,16876.3165,,10458.6032,,11789.4706,,45015.6923,,16362.8027,,27529.5226,,13562.2128,,,,
62.3366677,16960.4892,,7519.42857,,8683.5,,50775.3846,,16852.5714,,33428.929,,12180,,,,,
62.503403,,16880.6619,,10435.8413,,11758.3824,,44996.7273,,16334.0136,,27522.0903,,13546.4965,,,,
62.6700627,16953.8705,,7509.93651,,8659.94118,,50771.1888,,16837.4422,,33395.1742,,12184.5106,,,,,
62.8367227,,16901.554,,10456,,11752.2941,,45014.5455,,16272.2449,,27505.1097,,13581.8723,,,,
63.0033825,16981.1511,,7551.5873,,8647.76471,,50749.9301,,16851.7279,,33402.9161,,12223.6028,,,,,
63.1700423,,16881.4388,,10463.619,,11714.5882,,45007.6643,,16317.6327,,27503.6645,,13554.695,,,,
63.3367778,16986.0144,,7526.34921,,8630.67647,,50776.5594,,16822.5034,,33370.0645,,12247.2624,,,,,
63.5034375,,16890.7914,,10487.3333,,11750.3235,,44989.8182,,16283.8639,,27604.6194,,13554.4113,,,,
63.6700972,16953.0072,,7540.8254,,8657,,50747.5804,,16842.4218,,33419.0194,,12247.2624,,,,,
63.8367572,,16863.2806,,10470.6349,,11719.2353,,45051.6643,,16298.3129,,27518.2968,,13558.2411,,,,
64.003417,16961.295,,7470.28571,,8663.11765,,50714.4615,,16843.483,,33432.8,,12262.4681,,,,,
64.1701523,,16905.6691,,10440.1905,,11702.3529,,45005.6503,,16298.3401,,27511.8968,,13541.0496,,,,
64.3368122,16936.3453,,7524.44444,,8673.41176,,50748.8392,,16853.932,,33379.2516,,12210.8936,,,,,
64.503472,,16904.0288,,10477.5238,,11751.2059,,45087.3007,,16340.4898,,27601.7806,,13552.539,,,,
64.6701317,16951.1655,,7520.47619,,8652.29412,,50709.7622,,16855.8095,,33412.671,,12208.3404,,,,,
64.8367918,,16909.554,,10490.6667,,11741.5,,45043.6364,,16274.6122,,27538.5032,,13568.0851,,,,
65.003527,16902.6475,,7529.80952,,8691.47059,,50691.972,,16866.9932,,33366.3742,,12237.8156,,,,,
65.1701867,,16904.3453,,10432.6984,,11696.4412,,45076.1119,,16316.5442,,27518.1161,,13536.1986,,,,
65.3368468,16950.3309,,7522,,8629.29412,,50697.2587,,16835.3197,,33440.3613,,12218.2979,,,,,
65.5035065,,16876.6043,,10447.5556,,11760.1176,,45000,,16351.6735,,27531.8452,,13581.7872,,,,
65.6702418,16975.1079,,7507.20635,,8660.76471,,50753.8462,,16856.5714,,33393.471,,12213.5035,,,,,
65.8369017,,16868.2878,,10447.6825,,11732,,45020.2797,,16290.0952,,27506.5032,,13540.1702,,,,
66.0035615,16934.5899,,7557.87302,,8640.47059,,50796.1678,,16825.4422,,33396.671,,12224.0851,,,,,
66.1702215,,16872.9209,,10446.7619,,11728.2647,,45008.1958,,16323.6463,,27515.1226,,13517.4184,,,,
66.3368813,16969.0935,,7512.60317,,8669,,50742.6014,,16827.8639,,33396.1548,,12200.1702,,,,,
66.5036165,,16874.7626,,10459.9683,,11715.9412,,45032.2517,,16301.5782,,27507.2258,,13516.7092,,,,
66.6702765,16984.9784,,7505.39683,,8663.29412,,50737.6783,,16834.0136,,33408.0516,,12220.7943,,,,,
66.8369362,,16869.3813,,10500.0952,,11720.9706,,45015.049,,16331.4014,,27536.5419,,13555.8298,,,,
67.003596,16954.8777,,7522.34921,,8657.91176,,50713.7622,,16829.0068,,33357.5742,,12206.8652,,,,,
67.170256,,16871.6835,,10443.4603,,11709.1765,,45058.5734,,16312.5442,,27528.4645,,13522.6099,,,,
67.3369912,16930.5899,,7517.74603,,8678.29412,,50807.5524,,16851.483,,33362.0129,,12176.1135,,,,,
67.503651,,16928.6906,,10477.2063,,11682.2941,,45049.9021,,16314.6939,,27521.9355,,13543.5745,,,,
67.670311,16944.4604,,7501.42857,,8644.35294,,50730.0979,,16827.4558,,33405.8839,,12210.3546,,,,,
67.8369708,,16886.1583,,10480.7302,,11663.2647,,44984.1399,,16352.2721,,27526.0903,,13529.6738,,,,
68.0036305,16982.1583,,7494.50794,,8651.64706,,50791.6643,,16842.2313,,33372.3613,,12244.1702,,,,,
68.170366,,16863.0791,,10469.4286,,11684.2059,,45009.1748,,16309.5782,,27523.6645,,13547.8582,,,,
68.3370257,16961.9568,,7545.80952,,8631,,50684.1119,,16847.0476,,33346.7613,,12218.7234,,,,,
68.5036855,,16838.2446,,10456.5079,,11708.3824,,45002.2657,,16320.2993,,27459.871,,13553.5603,,,,
68.6703455,17002.5612,,7527.68254,,8646.29412,,50818.5455,,16818.585,,33403.9742,,12240.3404,,,,,
68.8370807,,16936.8921,,10475.873,,11732.7941,,44982.3217,,16305.9864,,27478.6323,,13524.9645,,,,
69.0037405,17000.7194,,7540.73016,,8667.44118,,50786.0699,,16803.2109,,33362.8387,,12242.5816,,,,,
69.1704005,,16913.3813,,10460.254,,11705.4118,,44985.5944,,16318.9388,,27575.7935,,13550.8936,,,,
69.3370602,16975.6259,,7524.31746,,8658.44118,,50766.0979,,16812.2177,,33433.7806,,12190.156,,,,,
69.50372,,16884.3741,,10468.9841,,11684.9706,,44978.0979,,16283.3469,,27554.4774,,13564.8511,,,,
69.6704555,17010.4173,,7532.73016,,8604.32353,,50799.7483,,16838.9388,,33361.471,,12204.3404,,,,,
69.8371152,,16897.5827,,10482.4444,,11639.1176,,45056.6993,,16340.6803,,27493.471,,13544.0567,,,,
70.003775,17005.5827,,7512.8254,,8661.47059,,50751.4965,,16789.5782,,33388.0774,,12183.3191,,,,,
70.170435,,16917.0935,,10457.619,,11687.7059,,44990.6853,,16282.2313,,27562.0645,,13573.1064,,,,
70.3370948,17018.3597,,7499.01587,,8645.85294,,50833.4266,,16799.2109,,33354.1677,,12194.6383,,,,,
70.50383,,16883.4245,,10512.1587,,11670.2353,,44991.1608,,16325.1429,,27521.8065,,13547.2624,,,,
70.67049,17000.5468,,7543.52381,,8661.11765,,50738.3776,,16765.551,,33350.0903,,12208.3121,,,,,
70.8371497,,16889.3525,,10525.0159,,11648.2059,,45010.6853,,16307.8639,,27527.6129,,13540.7943,,,,
71.0038095,16982.0719,,7510.95238,,8651.79412,,50697.5385,,16782.5034,,33401.5484,,12256.766,,,,,
71.1704695,,16907.0504,,10464.8889,,11659.8235,,44943.021,,16309.8503,,27528.0516,,13546.2128,,,,
71.3372047,17010.5324,,7526.57143,,8670.70588,,50761.1189,,16786.2585,,33404.6968,,12246.383,,,,,
71.5038645,,16846.4748,,10464.1587,,11649.8824,,45081.5944,,16326.449,,27535.9484,,13553.7305,,,,
71.6705245,17002.9928,,7523.96825,,8636.64706,,50745.035,,16818.7211,,33416.8516,,12232.9362,,,,,
71.8371843,,16874.705,,10498.4127,,11648.1176,,44986.2098,,16338.1224,,27546.5548,,13564.539,,,,
72.0039195,17013.8993,,7524.09524,,8645.82353,,50781.6224,,16821.0884,,33399.4581,,12215.6028,,,,,
72.1705795,,16890.1583,,10458.5079,,11662.2059,,45030.1538,,16324.6531,,27535.5097,,13545.2199,,,,
72.3372392,16975.1942,,7511.14286,,8662.23529,,50703.2448,,16825.932,,33371.2516,,12220.0851,,,,,
72.5038993,,16908.1727,,10478.3175,,11640.5882,,45075.5245,,16330.9388,,27557.3161,,13540.9078,,,,
72.670559,16984.6906,,7512.15873,,8634.64706,,50713.1189,,16808.0816,,33438.0903,,12228.4823,,,,,
72.8372942,,16948.7194,,10500.7937,,11666.7353,,45018.6014,,16349.6327,,27567.5871,,13534.2979,,,,
73.0039543,16963.6547,,7467.49206,,8663.08824,,50759.6364,,16787.3469,,33404.2581,,12170.7801,,,,,
73.170614,,16918.3309,,10469.0794,,11673.2353,,45028.028,,16355.5102,,27532.3355,,13578.0993,,,,
73.3372737,16964.4029,,7532.63492,,8633.38235,,50715.2448,,16810.585,,33400.7226,,12193.2766,,,,,
73.5039338,,16912.1439,,10477.6825,,11633.2059,,45024.3636,,16337.034,,27533.471,,13552.8794,,,,
73.670669,17027.2806,,7503.36508,,8657.76471,,50772.2517,,16785.3333,,33363.4065,,12207.1206,,,,,
73.8373287,,16897.9856,,10436.5397,,11603.9118,,45028.3077,,16317.932,,27482.8903,,13590.2695,,,,
