---,ROI 0,ROI 0,ROI 1,ROI 1,ROI 2,ROI 2,ROI 3,ROI 3,ROI 4,ROI 4,F1 Event,F2 Event,F3 Event,F4 Event
Timestamp,ISO,GCaMP,ISO,GCaMP,ISO,GCaMP,ISO,GCaMP,ISO,GCaMP,,,,
52.50283,,17784.3902,,22375.0794,,17457.0847,,22373.3217,,20993.6,,,,
52.66947,13890.9268,,16350.381,,13734.7458,,18474.7478,,15198,,,,,
52.83617,,17790.1789,,22319.4921,,17437.8983,,22320.0348,,20943.2333,,,,
53.00288,13926.6992,,16360.6349,,13734.8814,,18430.8522,,15203.4667,,,,,
53.16951,,17774.2114,,22310.127,,17466.678,,22282.3304,,20924.4333,,,,
53.33622,13900.7805,,16335.3333,,13726.339,,18414.4,,15160,,,,,
53.50286,,17795.7398,,22333.5238,,17461.5932,,22273.0783,,20919.7333,,,,
53.66956,13908.6504,,16358.8571,,13704.3051,,18394.4,,15215.4667,,,,,
53.8362,,17757.7236,,22283.5556,,17461.8644,,22257.8783,,20926.7667,,,,
54.0029,13904.3902,,16352.6984,,13708.0339,,18380.7652,,15196.6333,,,,,
54.16961,,17786.6341,,22290.6349,,17477.2542,,22303.5826,,20909.8333,,,,
54.33625,13926.3415,,16367.3016,,13705.8644,,18419.4435,,15191.8667,,,,,
54.50295,,17815.5122,,22377.4603,,17473.7288,,22298.9565,,20907.9,,,,
54.66959,13903.935,,16352.6667,,13710.8136,,18472.487,,15191.4333,,,,,
54.83629,,17784.6504,,22327.4921,,17483.6271,,22295.2,,20930.1,,,,
55.00293,13946.6667,,16365.7778,,13713.0169,,18448.2783,,15177.9333,,,,,
55.16963,,17755.9024,,22354.4127,,17441.661,,22293.0783,,20875.6333,,,,
55.33627,13937.2358,,16404.381,,13717.2203,,18424.0348,,15180.5333,,,,,
55.50298,,17767.935,,22362.1905,,17457.1186,,22247.3739,,20932.2333,,,,
55.66968,13935.3821,,16376.8254,,13753.7288,,18408.4522,,15224.5667,,,,,
55.83632,,17797.0081,,22358.7937,,17438.5085,,22259.3391,,20910.5,,,,
56.00302,13917.5935,,16366.2857,,13728.9831,,18416.3826,,15187.2,,,,,
56.16966,,17772,,22356.5714,,17479.3898,,22249.1478,,20932.1,,,,
56.33636,13907.5772,,16368.6032,,13728.9492,,18457.0087,,15177.9667,,,,,
56.503,,17790.2764,,22354.7619,,17462.339,,22287.9652,,20896.7333,,,,
56.66971,13911.252,,16339.4603,,13721.2542,,18450.3652,,15192.9333,,,,,
56.83641,,17792.1626,,22317.4603,,17465.9322,,22282.1913,,20903.8333,,,,
57.00305,13933.561,,16341.873,,13727.5593,,18415.2348,,15130.0333,,,,,
57.16975,,17786.8293,,22311.1746,,17474.8475,,22268.9391,,20893.9,,,,
57.33639,13932.4878,,16367.8095,,13723.7966,,18482.8522,,15206.9667,,,,,
57.5031,,17789.3008,,22363.4921,,17473.7966,,22261.1478,,20891.9,,,,
57.66973,13890.6667,,16361.0794,,13711.7627,,18523.4087,,15167.3333,,,,,
57.83644,,17830.3415,,22364,,17437.7627,,22298.5043,,20889.9,,,,
58.00314,13908.1951,,16360.5397,,13700.1017,,18457.0435,,15174.8,,,,,
58.16978,,17827.8374,,22362.5714,,17473.8305,,22257.1478,,20914.0667,,,,
58.33648,13906.1789,,16394.3175,,13704.7797,,18443.687,,15164.5,,,,,
58.50312,,17811.0244,,22377.9683,,17466.9153,,22203.3391,,20877.0667,,,,
58.66983,13912.813,,16403.0794,,13738.4407,,18491.4087,,15170.8333,,,,,
58.83647,,17795.2195,,22362.6667,,17449.1525,,22274.1913,,20881.6667,,,,
59.00317,13959.7398,,16351.7143,,13722.2712,,18488.2087,,15173.7667,,,,,
59.16987,,17801.3659,,22314.1587,,17436.4407,,22212.5565,,20882.9333,,,,
59.33651,13914.9593,,16362.6984,,13730.3729,,18450.2261,,15165.8333,,,,,
59.50322,,17782.6016,,22344.7937,,17460.6441,,22243.4435,,20875.9667,,,,
59.66985,13951.187,,16347.0159,,13730.7458,,18444.4522,,15207.8,,,,,
59.83656,,17771.8699,,22339.6825,,17486.8136,,22246.6087,,20889.9,,,,
60.0032,13937.2033,,16373.5238,,13714.4407,,18441.3913,,15154.6,,,,,
60.1699,,17797.4309,,22334.381,,17445.6271,,22264.6957,,20902.1,,,,
60.33654,13940.2276,,16325.5873,,13728.8136,,18428.9391,,15157.6667,,,,,
60.50324,,17757.1057,,22334.381,,17468.9831,,22304.6261,,20852.4333,,,,
60.66995,13931.0894,,16359.2381,,13738.6102,,18435.2696,,15139.9667,,,,,
60.83659,,17774.0488,,22322.6984,,17453.9661,,22293.3565,,20878.1333,,,,
61.00329,13947.8699,,16368.5079,,13746.5085,,18482.713,,15145.4333,,,,,
61.16993,,17797.7886,,22334.4127,,17444.5085,,22267.9304,,20856.2667,,,,
61.33663,13925.9837,,16370.381,,13712.9153,,18426.5043,,15162.1667,,,,,
61.50327,,17809.1057,,22316.3175,,17483.5593,,22295.687,,20864.8,,,,
61.66997,13942.9919,,16393.2063,,13727.0508,,18425.5652,,15136.2,,,,,
61.83668,,17762.2764,,22370.4762,,17483.1525,,22245.4261,,20900.9,,,,
62.00332,13935.4472,,16368.7937,,13692.8475,,18435.7913,,15189.7667,,,,,
62.17002,,17790.6016,,22365.0159,,17489.2881,,22229.8435,,20918.1333,,,,
62.33666,13964.748,,16351.9683,,13713.0169,,18454.6783,,15174,,,,,
62.50336,,17763.5122,,22302.5397,,17486.1017,,22274.7478,,20914.9667,,,,
62.67,13930.4065,,16350.0317,,13749.8983,,18430.7478,,15201.2333,,,,,
62.8367,,17830.6667,,22306.4762,,17481.322,,22272.2435,,20914.3,,,,
63.00341,13929.2683,,16322.2222,,13699.8305,,18422.1913,,15201.9333,,,,,
63.17005,,17777.7886,,22278.6667,,17494.339,,22285.9478,,20952.5667,,,,
63.33675,13909.3008,,16343.1746,,13716.4407,,18457.0087,,15194.8333,,,,,
63.50339,,17802.8618,,22321.7778,,17453.8305,,22237.8783,,20955.5,,,,
63.67009,13898.5041,,16366.2857,,13714.0678,,18408.9739,,15181.7,,,,,
63.83673,,17841.4309,,22367.0476,,17476.2712,,22260.0696,,20912.8667,,,,
64.00344,13905.5285,,16412.9841,,13764.9831,,18452.8,,15138.5333,,,,,
64.17014,,17797.626,,22331.3651,,17464.9831,,22250.8522,,20912.9,,,,
64.33678,13907.6748,,16394.2222,,13717.0847,,18449.6348,,15202.1,,,,,
64.50348,,17818.439,,22347.0794,,17482,,22268,,20889.0333,,,,
64.67012,13895.4146,,16385.746,,13731.5932,,18398.8522,,15161.2,,,,,
64.83682,,17805.561,,22411.9048,,17479.9661,,22249.8087,,20917.0333,,,,
65.00346,13909.4634,,16383.5873,,13703.8305,,18457.9478,,15193.3667,,,,,
65.17017,,17780.4553,,22340.9206,,17436.3729,,22250.9913,,20911.2667,,,,
65.33681,13897.7886,,16357.4603,,13730.9492,,18427.0609,,15170.1,,,,,
65.50351,,17820.878,,22358.4762,,17514.9831,,22241.5304,,20959.1667,,,,
65.67021,13934.1138,,16352.1905,,13690.7119,,18442.3304,,15180.4667,,,,,
65.83685,,17830.6992,,22298.0317,,17467.8983,,22245.7739,,20947.3667,,,,
66.00355,13911.7073,,16364.6984,,13727.2542,,18479.3739,,15183.0667,,,,,
66.17019,,17835.7073,,22323.8413,,17429.322,,22267.6522,,20974.9333,,,,
66.3369,13913.1382,,16348.6984,,13723.4576,,18441.7391,,15193.8,,,,,
66.50354,,17840.1301,,22342.4762,,17417.5254,,22239.2348,,20942.1,,,,
66.67024,13918.0813,,16360.3175,,13711.8305,,18488.8,,15204.3,,,,,
66.83694,,17839.9024,,22296.1587,,17473.4915,,22288.3478,,20920.2333,,,,
67.00358,13954.8618,,16357.8413,,13713.4915,,18445.1478,,15201.4667,,,,,
67.17029,,17836.7805,,22367.3651,,17454.339,,22270.8522,,20905.1667,,,,
67.33692,13909.3333,,16360.6667,,13691.7288,,18440.6957,,15183.7333,,,,,
67.50363,,17848.2927,,22358.0952,,17453.6949,,22276.487,,20925.4667,,,,
67.67027,13945.8211,,16381.5556,,13730.4068,,18440.7304,,15211.4667,,,,,
67.83697,,17804.748,,22397.7143,,17474.3051,,22253.7043,,20955.3667,,,,
68.00367,13923.5122,,16368.9841,,13742.8814,,18419.4783,,15184.4333,,,,,
68.17031,,17807.2846,,22322.7937,,17459.9661,,22251.3043,,20952.4667,,,,
68.33702,13927.3496,,16362.2857,,13705.4237,,18451.1304,,15164.8,,,,,
68.50366,,17820.2276,,22358.381,,17469.1525,,22310.6435,,20981.8667,,,,
68.67036,13933.561,,16345.873,,13702.678,,18448.1739,,15172.5333,,,,,
68.837,,17772.2602,,22326.4127,,17454.2712,,22266.4,,20978.9333,,,,
69.0037,13931.1545,,16321.8095,,13744.2712,,18469.5304,,15204.1333,,,,,
69.17041,,17808.6829,,22343.9365,,17480.2712,,22264.6261,,20936.6,,,,
69.33704,13929.7561,,16360.5079,,13751.5254,,18465.6,,15176.5667,,,,,
69.50375,,17774.0488,,22293.3016,,17469.8305,,22274.7826,,20928.7333,,,,
69.67039,13944.6504,,16351.2063,,13725.6271,,18420.313,,15169.7,,,,,
69.83709,,17795.8699,,22311.4921,,17451.4915,,22238.7826,,20937.1333,,,,
70.00373,13949.1382,,16389.8095,,13743.7288,,18436.8348,,15180.5333,,,,,
70.17043,,17768.3577,,22382.6032,,17465.8305,,22270.0174,,20936.2333,,,,
70.33707,13929.8537,,16367.1746,,13740.5085,,18464.3826,,15201.4667,,,,,
70.50377,,17791.5447,,22333.5873,,17460.7797,,22300.5913,,20947.7,,,,
70.67048,13935.8699,,16345.7143,,13725.2203,,18425.113,,15208.8333,,,,,
70.83712,,17829.8862,,22365.4921,,17479.8983,,22302.0522,,20939.5333,,,,
71.00382,13947.0244,,16370.3175,,13735.4915,,18418.5043,,15167.8667,,,,,
71.17046,,17816.5528,,22330.9841,,17473.7627,,22278.6435,,20912.9333,,,,
71.33716,13941.1057,,16378.9841,,13728.2712,,18469.2174,,15223.0667,,,,,
71.5038,,17799.2195,,22353.5238,,17471.9661,,22255.2,,20919.7333,,,,
71.67051,13940.6829,,16361.619,,13731.7288,,18390.3304,,15209.8333,,,,,
71.83721,,17848.5528,,22404.2857,,17457.661,,22243.8609,,20943.1333,,,,
72.00385,13920.4878,,16389.2063,,13752.7119,,18406.7478,,15224.9667,,,,,
72.17055,,17865.3333,,22385.7143,,17477.2203,,22253.9826,,20927.5,,,,
72.33719,13923.4797,,16355.8095,,13737.661,,18433.8435,,15209.4667,,,,,
72.50389,,17839.5447,,22367.8095,,17513.8644,,22235.4435,,20921.4667,,,,
72.67053,13934.8293,,16405.4286,,13756.8475,,18470.4696,,15175.3667,,,,,
72.83724,,17799.7073,,22364,,17491.8983,,22244.8696,,20888.3333,,,,
73.00394,13924.065,,16388.8254,,13726.7797,,18442.1565,,15197.0667,,,,,
73.17058,,17782.374,,22352.0317,,17432.1356,,22230.0174,,20859.8,,,,
73.33728,13928.5528,,16370.2857,,13694,,18459.5478,,15220.0667,,,,,
73.50392,,17837.3659,,22356.8571,,17479.1186,,22290.2261,,20915.7667,,,,
73.67063,13927.5772,,16351.9048,,13715.0169,,18441.6,,15238.8333,,,,,
73.83726,,17801.3008,,22295.6825,,17461.7966,,22235.0609,,20904.9667,,,,
74.00397,13919.6423,,16329.9048,,13742.8814,,18432.1391,,15204.4667,,,,,
74.17067,,17830.2439,,22358.4444,,17452.8475,,22264.3826,,20862.1333,,,,
74.33731,13943.6423,,16317.619,,13753.4915,,18454.0522,,15212,,,,,
74.50401,,17765.8862,,22276.1587,,17449.6271,,22262.1565,,20926.2,,,,
74.67065,13900.5854,,16357.1746,,13722.8136,,18462.5043,,15216.0333,,,,,
74.83736,,17776.6179,,22320.2222,,17472.4746,,22269.1826,,20940.6667,,,,
75.004,13917.1057,,16361.0159,,13696.339,,18442.887,,15217.8667,,,,,
75.1707,,17804.4553,,22339.5238,,17505.9661,,22271.3391,,20889.6667,,,,
75.33734,13939.4472,,16359.1429,,13729.2542,,18438.0174,,15222.9,,,,,
75.50404,,17785.8537,,22330.2857,,17441.1186,,22277.6,,20898.7333,,,,
75.67074,13928.2602,,16331.746,,13758.3051,,18450.4,,15201.1667,,,,,
75.83738,,17814.374,,22315.0476,,17484.2712,,22255.7913,,20931.2667,,,,
76.00409,13912.8455,,16365.3968,,13745.5593,,18450.2261,,15169.7667,,,,,
76.17073,,17798.7967,,22326.6667,,17475.5593,,22234.8174,,20922.0667,,,,
76.33743,13940.3902,,16345.9683,,13713.7966,,18425.287,,15190.5,,,,,
76.50407,,17831.8374,,22316.1587,,17474.6102,,22250.0174,,20891,,,,
76.67077,13914.9268,,16334.9524,,13761.6949,,18446.087,,15197.8333,,,,,
76.83748,,17766.9268,,22337.2063,,17473.8305,,22250.1913,,20915.7667,,,,
77.00411,13922.3415,,16388.6032,,13724.8136,,18434.4,,15212.5,,,,,
77.17082,,17827.2195,,22324.127,,17478.5424,,22298.0522,,20902.4333,,,,
77.33746,13898.2439,,16347.3651,,13734.9831,,18473.7043,,15171.6333,,,,,
77.50416,,17799.4797,,22305.7778,,17464.2373,,22295.2696,,20865.8333,,,,
77.6708,13927.7073,,16368.254,,13735.1186,,18462.7478,,15171.1667,,,,,
77.8375,,17810.0813,,22343.6508,,17445.6271,,22273.3565,,20918.5667,,,,
78.00421,13929.7561,,16354.0635,,13699.2881,,18473.0087,,15194.8,,,,,
78.17085,,17808.9431,,22357.7143,,17445.2542,,22291.687,,20889.4,,,,
78.33755,13926.5366,,16322,,13705.1864,,18471.1304,,15179.6333,,,,,
78.50419,,17815.187,,22352.254,,17464.2034,,22278.9565,,20920.8333,,,,
78.67089,13929.561,,16370.8889,,13740.2712,,18463.8261,,15192.6333,,,,,
78.83753,,17801.3008,,22362.8571,,17475.0508,,22312.6957,,20924.5333,,,,
79.00423,13924.3252,,16363.5238,,13730.4068,,18451.1304,,15198,,,,,
79.17094,,17799.8699,,22351.8413,,17444.7119,,22263.1304,,20952.7667,,,,
79.33758,13937.0407,,16374.0635,,13734.5424,,18457.1826,,15211.8667,,,,,
79.50428,,17822.7967,,22325.2381,,17455.1864,,22304.8696,,20914.6667,,,,
79.67092,13940.0325,,16374.9841,,13747.3559,,18491.513,,15196.2333,,,,,
79.83762,,17794.0163,,22307.8413,,17480,,22319.1652,,20898.7,,,,
80.00426,13932.748,,16389.0794,,13741.1864,,18440.8696,,15184.3333,,,,,
80.17097,,17796.5854,,22353.619,,17490.0339,,22300.6609,,20889.4333,,,,
80.3376,13951.9675,,16371.5873,,13765.4576,,18475.3739,,15167.5333,,,,,
80.50431,,17824.878,,22334.381,,17452.1695,,22300.4522,,20891.2333,,,,
80.67101,13928.3902,,16390.4127,,13737.5254,,18467.6174,,15162.3333,,,,,
80.83765,,17815.6748,,22345.8095,,17457.4237,,22293.913,,20896.7333,,,,
81.00435,13970.2764,,16356.381,,13751.5932,,18456.4174,,15126.7333,,,,,
81.17099,,17822.7967,,22350.1587,,17463.6271,,22260.3478,,20916.7667,,,,
81.3377,13907.187,,16359.0476,,13736.9831,,18428.8348,,15192.3,,,,,
81.50434,,17818.6667,,22282.8889,,17469.661,,22315.687,,20878.3667,,,,
81.67104,13970.2764,,16344.7619,,13748.1017,,18463.2,,15157.8,,,,,
81.83774,,17790.0813,,22293.4603,,17464.9153,,22281.1826,,20906.7667,,,,
82.00438,13934.3089,,16346.5079,,13742.0339,,18445.4261,,15205.8,,,,,
82.17108,,17796.7154,,22352.2222,,17474.7458,,22294.8174,,20927.9667,,,,
82.33772,13947.4797,,16379.619,,13739.1864,,18428.5565,,15191.1667,,,,,
82.50443,,17819.7073,,22342.381,,17503.6271,,22264.6957,,20961.9,,,,
82.67107,13942.1138,,16356.4127,,13742.2034,,18465.3913,,15221.5333,,,,,
82.83777,,17787.935,,22356.7937,,17501.0169,,22337.3913,,20935.8,,,,
83.00447,13925.2358,,16354.7619,,13729.0169,,18439.2348,,15191.7667,,,,,
83.17111,,17803.4797,,22363.1746,,17443.9661,,22254.7826,,20961.6333,,,,
83.33782,13919.122,,16356.9524,,13741.5254,,18459.7913,,15177.6667,,,,,
83.50445,,17786.2764,,22345.3016,,17461.3559,,22276.9739,,20963.3333,,,,
83.67116,13952.6179,,16344.8889,,13747.2881,,18475.8261,,15161.6667,,,,,
83.8378,,17815.0894,,22315.4286,,17442.1356,,22209.913,,20888.4333,,,,
84.0045,13938.6016,,16322.8889,,13733.7288,,18433.1826,,15148.2,,,,,
84.1712,,17821.3984,,22337.4921,,17509.8644,,22284.7304,,20897.3667,,,,
84.33784,13938.1463,,16342.6667,,13749.0847,,18468.2087,,15176.1,,,,,
84.50455,,17838.7967,,22328.6984,,17458.3729,,22283.513,,20919.6333,,,,
84.67119,13932.1626,,16367.5873,,13739.9322,,18461.2174,,15185.7,,,,,
84.83789,,17854.439,,22355.873,,17502.678,,22278.3652,,20900.9333,,,,
85.00453,13956.2602,,16380.9841,,13755.1864,,18469.0435,,15187.5,,,,,
85.17123,,17839.0244,,22352.6984,,17503.5593,,22272,,20917.7333,,,,
85.33787,13905.9187,,16382.5397,,13730.7119,,18490.5391,,15218.6333,,,,,
85.50457,,17818.6667,,22347.2063,,17472,,22298.6783,,20944.9,,,,
85.67128,13915.4472,,16361.9365,,13712.5424,,18482.9217,,15193.7,,,,,
85.83792,,17820.3577,,22350.4762,,17473.5593,,22301.8783,,20927.7333,,,,
86.00462,13908.065,,16355.746,,13747.7966,,18490.1217,,15199.9,,,,,
86.17126,,17850.7642,,22332.9841,,17441.8305,,22247.0609,,20883.2667,,,,
86.33796,13941.561,,16377.0159,,13735.661,,18456.0348,,15226.5,,,,,
86.5046,,17849.561,,22343.2381,,17444.7119,,22275.8609,,20932.2667,,,,
86.6713,13934.6992,,16353.873,,13757.7627,,18485.0087,,15221.0667,,,,,
86.83801,,17841.8537,,22331.9048,,17459.9661,,22289.8087,,20973.5333,,,,
87.00465,13920.1626,,16383.1429,,13738.7797,,18436.8348,,15247.6333,,,,,
87.17135,,17839.3171,,22367.1429,,17471.0508,,22265.7739,,20923.9,,,,
87.33799,13900,,16348.8571,,13720.5424,,18423.2348,,15221.6,,,,,
87.50469,,17824.5203,,22363.6825,,17492.1017,,22256.6609,,20895.1333,,,,
87.67133,13927.8699,,16346.6349,,13742.1695,,18472.487,,15199.5,,,,,
87.83804,,17825.5285,,22370.1905,,17467.7288,,22256.8,,20912.8,,,,
88.00474,13926.1789,,16390.381,,13727.2203,,18466.2609,,15205.9333,,,,,
88.17138,,17829.5935,,22347.2063,,17467.4915,,22273.9826,,20891.5,,,,
88.33808,13935.935,,16354.0635,,13725.9322,,18449.4261,,15206.6333,,,,,
88.50472,,17849.2683,,22335.6508,,17488.4407,,22269.5304,,20952.5,,,,
88.67142,13905.3984,,16381.5556,,13708.2373,,18451.0957,,15200.5333,,,,,
88.83806,,17851.6748,,22381.4286,,17460.9153,,22282.4,,20909.2667,,,,
89.00477,13941.3333,,16362.1905,,13744.4746,,18430.713,,15180.2,,,,,
89.17147,,17829.9187,,22354.4444,,17468.8136,,22301.7739,,20899.8667,,,,
89.33811,13930.1138,,16396.7937,,13697.661,,18437.2174,,15194.3333,,,,,
89.50481,,17855.7724,,22343.8095,,17480.5763,,22267.9304,,20950.9,,,,
89.67145,13937.5285,,16394.4444,,13712.6441,,18505.6696,,15216.6333,,,,,
89.83816,,17841.9187,,22358,,17446.339,,22278.9217,,20866.9,,,,
90.00479,13924.9431,,16349.0159,,13712.6441,,18452.2783,,15203.3,,,,,
90.1715,,17816.2602,,22353.7778,,17468.678,,22263.8957,,20889.6667,,,,
90.33814,13956.878,,16363.0476,,13715.7966,,18479.513,,15199.9333,,,,,
90.50484,,17784.7154,,22349.9365,,17447.7627,,22272.5565,,20936.4,,,,
90.67154,13933.5285,,16388.7302,,13712.0678,,18456.2783,,15184.9333,,,,,
90.83818,,17800.1301,,22340.4444,,17471.4576,,22255.1652,,20904.3,,,,
91.00489,13940.3902,,16431.3968,,13735.1186,,18477.7391,,15205.5667,,,,,
91.17152,,17808.6504,,22367.3968,,17462,,22261.5304,,20937.1667,,,,
91.33823,13926.9593,,16452.254,,13718.7458,,18517.8783,,15186.9667,,,,,
91.50487,,17808.1951,,22359.9048,,17426.8814,,22223.687,,20944.8,,,,
91.67157,13932.4553,,16407.0476,,13726.4746,,18467.3391,,15204.6,,,,,
91.83827,,17786.8293,,22369.746,,17477.0847,,22262.0522,,20959.0333,,,,
92.00491,13912.5203,,16400.7302,,13745.7288,,18438.4696,,15215.4333,,,,,
92.17162,,17798.4065,,22419.619,,17481.7627,,22288.4174,,20938.7,,,,
92.33826,13931.3171,,16387.3016,,13731.8305,,18435.8261,,15191.5,,,,,
92.50496,,17827.2846,,22377.2063,,17475.3559,,22267.3391,,20941.2667,,,,
92.6716,13938.0163,,16368.5397,,13734.7797,,18479.6522,,15214.8667,,,,,
92.8383,,17782.7317,,22374.2222,,17432.9492,,22220.9043,,20918.9667,,,,
93.00501,13896.4228,,16396.5397,,13708.2034,,18474.2609,,15175.4667,,,,,
93.17164,,17830.374,,22397.3016,,17463.4237,,22263.8957,,20923.6,,,,
93.33835,13918.0163,,16401.1429,,13734.7458,,18459.7217,,15204.4667,,,,,
93.50499,,17786.9268,,22357.873,,17463.0847,,22276.7652,,20907.7667,,,,
93.67169,13941.7236,,16374.0952,,13748.9492,,18474.1913,,15217.6333,,,,,
93.83833,,17799.8699,,22345.9365,,17434.3051,,22295.7913,,20927.2,,,,
94.00503,13956.813,,16371.4286,,13735.8305,,18427.8261,,15200.4333,,,,,
94.17174,,17796.6829,,22354.6984,,17428.6441,,22264.8,,20932.3667,,,,
94.33838,13925.4959,,16377.5238,,13724.5085,,18506.087,,15179.3667,,,,,
94.50508,,17819.0894,,22400.6349,,17430.4068,,22279.3043,,20911.6333,,,,
94.67172,13901.8537,,16378.2857,,13709.7627,,18449.3217,,15221.4667,,,,,
94.83842,,17818.6341,,22353.5556,,17423.1525,,22312.1739,,20941.6333,,,,
95.00506,13943.6098,,16405.619,,13719.0508,,18462.9217,,15238.2,,,,,
95.17176,,17762.9919,,22363.1746,,17439.4237,,22258.713,,20963.5667,,,,
95.33847,13976.4228,,16393.6508,,13737.9661,,18473.4957,,15217.4,,,,,
95.50511,,17781.5285,,22331.873,,17432.2712,,22307.0957,,20953.1667,,,,
95.67181,13913.5935,,16367.2381,,13715.7288,,18462.6783,,15220.5,,,,,
95.83845,,17812.4553,,22311.8413,,17445.7966,,22260.6957,,20890.3,,,,
96.00515,13914.5041,,16411.0159,,13732.0678,,18468.8348,,15215.4667,,,,,
96.17179,,17781.0081,,22427.8095,,17474.339,,22266.2609,,20933.4333,,,,
96.33849,13898.6016,,16378.7619,,13726.678,,18442.6087,,15182.9667,,,,,
96.50513,,17809.7886,,22357.7143,,17423.4237,,22202.5739,,20909.8667,,,,
96.67184,13924.2602,,16436.9841,,13720.339,,18428.6957,,15199.6333,,,,,
96.83854,,17766.8293,,22361.0159,,17448.339,,22214.2957,,20912.8667,,,,
97.00518,13923.6748,,16426.1905,,13682.7458,,18416.2087,,15189.2333,,,,,
97.17188,,17778.0813,,22385.5873,,17456.8475,,22262.887,,20935.9333,,,,
97.33852,13943.7073,,16425.0476,,13712.5424,,18489.7043,,15197.4,,,,,
97.50523,,17794.0813,,22380.2222,,17454.2034,,22233.913,,20944.5333,,,,
97.67186,13920.878,,16393.9683,,13726.8814,,18457.0087,,15182.4333,,,,,
97.83857,,17808.1301,,22396.5714,,17426,,22282.1217,,20920.7,,,,
98.00527,13919.122,,16418.5397,,13703.3559,,18510.1913,,15202.5,,,,,
98.17191,,17819.6423,,22358.5079,,17438.6441,,22285.7739,,20911.4667,,,,
98.33861,13936.748,,16382.6667,,13744.6441,,18469.6348,,15208,,,,,
98.50525,,17810.5366,,22367.6508,,17447.1864,,22315.8261,,20902.1,,,,
98.67196,13932.3577,,16392.2222,,13712.1017,,18483.3043,,15240.7333,,,,,
98.8386,,17867.7073,,22366.6667,,17442.9492,,22270.2609,,20927.1333,,,,
99.0053,13933.7561,,16393.6508,,13738.1017,,18472.6957,,15207.6667,,,,,
99.172,,17808.9106,,22377.3016,,17464.8814,,22270.9565,,20933.5667,,,,
99.33864,13962.7642,,16418.9841,,13703.1186,,18465.8435,,15194.8667,,,,,
99.50535,,17782.0813,,22393.0476,,17446.4746,,22260.2435,,20896.3333,,,,
99.67198,13919.8049,,16388.7937,,13732.1356,,18478.5043,,15184,,,,,
99.83869,,17837.7561,,22367.2698,,17436.4746,,22244.2783,,20936.4667,,,,
100.00533,13942.1463,,16366.127,,13750.0678,,18463.7913,,15196.7333,,,,,
100.17203,,17821.5935,,22342.8889,,17468,,22306.713,,20941.0333,,,,
100.33867,13928.5528,,16380.5079,,13746.4746,,18468.3478,,15157.1667,,,,,
100.50537,,17886.0813,,22362.254,,17451.8983,,22275.1304,,20897.7,,,,
100.67208,13920.6829,,16388.6032,,13750.3729,,18468.1391,,15200.0333,,,,,
100.83872,,17839.5122,,22375.4921,,17466.4068,,22299.8609,,20883.1667,,,,
101.00542,13948.2927,,16396.3175,,13722.678,,18434.4,,15193.7333,,,,,
101.17206,,17818.0163,,22361.0794,,17433.6271,,22288.313,,20882.5333,,,,
101.33876,13913.1057,,16396.2222,,13724.4068,,18457.1478,,15207,,,,,
101.5054,,17793.1057,,22359.0794,,17459.8644,,22279.8261,,20921.8333,,,,
101.6721,13899.5772,,16411.6825,,13716.9831,,18499.1304,,15205.4333,,,,,
101.83881,,17801.3008,,22354.127,,17451.3559,,22257.7043,,20867.5333,,,,
102.00545,13900.1951,,16393.1429,,13738.6441,,18503.7913,,15181.5667,,,,,
102.17215,,17829.7236,,22382.2857,,17464.6441,,22280.0696,,20897.5,,,,
102.33879,13952.4553,,16416.8254,,13737.2881,,18491.0957,,15190.5667,,,,,
102.50549,,17806.0488,,22385.9365,,17466.678,,22276.4522,,20885.8667,,,,
102.67213,13953.4634,,16355.746,,13734.6441,,18464.487,,15174.9,,,,,
102.83883,,17789.0407,,22341.619,,17445.2542,,22285.1478,,20934.2667,,,,
103.00554,13930.6667,,16395.4603,,13723.3898,,18487.5478,,15185.8667,,,,,
103.17218,,17815.3171,,22416.127,,17452.1017,,22272.8348,,20926.7667,,,,
103.33888,13944.2602,,16392.4444,,13717.3559,,18469.8087,,15185.7,,,,,
103.50552,,17809.2358,,22369.1746,,17456.4407,,22252.9739,,20941,,,,
103.67222,13934.9919,,16397.4286,,13739.6271,,18493.7739,,15177.5333,,,,,
